e	4.8554410934	1.4077905416	8.4563207626
s	4.9895162582	2.3463177681	7.249642849
t	5.5928549767	3.8977603912	6.7420721054
i	5.2289366722	2.7198131084	8.0732479095
l	4.807557106	2.0973207951	8.5329351425
l	4.6830587387	2.0398597717	8.523358345
t	5.4108958244	3.5242648125	7.1347212791
h	5.2385134697	3.227383852	7.8146743774
e	5.2193598747	1.7238252163	7.9391727448
s	5.1618990898	1.5801731348	8.4658975601
a	4.9895162582	1.7429788113	8.1115550995
m	4.9033250809	2.3463177681	7.785943985
e	5.1140146255	1.0917559862	8.4275903702
p	4.826710701	1.5610195398	8.5137815475
l	4.9129018784	1.9153614044	8.858546257
a	4.807557106	1.4077905416	8.9255838394
c	4.8937482834	0.9768342972	8.7436246872
e	5.0852842331	1.1300631762	8.5520887375
.	4.9512090683	2.2409727573	8.2743606567
Y	5.4396262169	3.227383852	7.6327152252
O	5.0565538406	2.0207061768	8.3126678467
U	5.3917422295	3.4380736351	7.9487495422
o	4.9703626633	2.4803929329	8.3892831802
u	5.3534350395	3.208230257	7.5082163811
d	5.1044378281	1.2162544727	7.9200191498
o	5.1044378281	1.8387469053	8.3605527878
n	4.7309427261	2.1643583775	8.0732479095
o	4.9990930557	1.5227122307	8.5999727249
t	5.5737013817	3.3997664452	7.4124484062
s	5.5737013817	1.8291701078	8.4371671677
e	5.4779334068	0.8619126081	8.2552070618
e	5.5641245842	1.4556746483	7.4699091911
m	5.6503162384	1.8770540953	8.121131897
t	6.0716953278	-0.0957680643	8.3030910492
o	5.0948610306	1.0630255938	7.9008655548
h	5.123591423	2.15478158	8.4180135727
a	5.0565538406	1.7429788113	8.1977462769
v	5.0757074356	2.3367409706	7.6710224152
e	5.2385134697	0.7278373241	8.2360534668
d	4.9033250809	0.7182605267	8.2360534668
o	5.0565538406	0.9959878922	8.3892831802
n	5.1523222923	1.7717092037	8.3413991928
e	5.2672438622	1.2066776752	8.2073230743
a	5.0757074356	1.9632453918	7.9391727448
n	4.8841714859	1.7621324062	8.4371671677
y	5.6311621666	3.1220390797	7.6039848328
f	5.2480902672	0.8427590132	8.5520887375
i	5.0086698532	2.3175871372	8.2456302643
x	5.0852842331	1.2162544727	8.3126678467
e	5.1331682205	0.7278373241	8.9255838394
s	5.1044378281	1.8004397154	8.3030910492
a	4.8650178909	2.0015525818	8.2743606567
p	4.845864296	1.7525556087	8.4850511551
a	5.1810526848	1.8770540953	8.7053174973
r	6.0333881378	3.9456443787	6.5313820839
t	5.7556610107	3.4572272301	6.99106884
f	5.142745018	0.9193734527	8.7244710922
r	5.0374002457	0.8140285611	8.3126678467
o	5.1618990898	1.3215993643	8.4180135727
m	4.8841714859	1.4365210533	8.5137815475
e	5.0086698532	1.0055646896	8.5903959274
x	5.0948610306	1.1013327837	9.1841573715
c	4.6830587387	0.9959878922	8.6574335098
e	4.6830587387	0.6512228847	9.1075429916
l	4.4340615273	0.7086837292	9.0500822067
f	4.8841714859	0.3926490843	8.4563207626
i	4.9224786758	1.5897499323	8.082824707
l	4.7405195236	1.2737152576	8.7532014847
e	4.8362874985	0.6320692301	8.8489694595
.	4.6543278694	1.3407529593	8.6670103073
.	4.7405195236	1.7429788113	8.3701295853
I	5.142745018	1.9728221893	8.121131897
d	5.363011837	-0.4022258818	8.7340478897
o	5.0565538406	0.6416460276	8.2935142517
n	5.0469770432	1.3024457693	8.3701295853
o	4.9607858658	1.1492167711	8.6765871048
t	5.4683566093	3.1124622822	6.9719152451
l	4.8650178909	1.1204863787	8.6287031174
i	5.1714758873	2.5570073128	7.2017588615
k	4.9799394608	1.6280571222	7.9870567322
e	5.2863974571	0.3543418646	8.7340478897
w	5.5737013817	0.9193734527	9.3469638824
a	5.3534350395	1.3215993643	9.1266965866
t	5.7173538208	2.8826189041	6.2823853493
s	5.0182466507	0.6607996821	8.0157871246
t	6.2249245644	3.476380825	6.5696892738
i	5.2863974571	2.5761611462	7.6422920227
n	5.142745018	2.15478158	8.54251194
g	5.4108958244	3.3710360527	6.9814920425
m	4.9512090683	1.8004397154	8.2168998718
y	5.6694698334	3.0550012589	6.8282632828
t	6.0333881378	-0.0861912593	8.082824707
i	5.4970870018	1.6950948238	7.5369467735
s	5.1140146255	0.6129156351	8.2456302643
m	5.2959742546	0.9481038451	8.4754743576
e	5.4875102043	0.6320692301	8.839392662
m	4.4627919197	1.5993267298	8.4658975601
t	5.9950809479	3.3901896477	7.2687964439
e	6.0333881378	1.5035586357	8.121131897
s	5.6407394409	2.0590133667	7.9679031372
t	5.4396262169	2.8060042858	7.1826052666
i	5.1331682205	2.2409727573	7.4316020012
n	5.0086698532	1.9632453918	8.4754743576
g	5.5449709892	2.9975404739	6.7612257004
s	5.123591423	1.5610195398	7.7763671875
o	5.4875102043	2.0685901642	8.1307086945
m	5.5449709892	2.0207061768	8.0445175171
e	5.937620163	0.9672574997	8.54251194
t	5.918466568	3.0071172714	6.5026516914
h	5.4779334068	2.710236311	8.1690158844
i	4.9990930557	2.1068975925	8.1402854919
n	4.9799394608	1.7908629179	7.9679031372
g	5.4013190269	3.0262708664	7.6422920227
t	5.6598930359	3.3614592552	7.3932948112
g	5.382165432	2.940079689	7.8434047699
a	5.6024317741	2.2313959599	8.0636711121
t	5.5641245842	3.2369606495	6.3302693367
h	5.1810526848	2.7581202984	7.7955207825
a	5.6311621666	2.11647439	8.4658975601
t	5.7939682007	2.959233284	7.1442980766
i	5.5353941917	2.691082716	7.9774799347
s	5.5449709892	1.3120225668	8.5808191299
n	5.2480902672	2.4708161354	8.1402854919
o	5.0278234482	1.9536685944	8.2360534668
t	5.363011837	3.1124622822	7.0485296249
d	5.3725886345	0.7565677166	8.3030910492
o	5.343858242	1.9919757843	8.0924015045
n	5.3055510521	2.3175871372	8.2935142517
e	5.5832781792	0.8714894056	8.1402854919
.	4.606443882	2.0207061768	8.2168998718
C	4.7500963211	0.2298433632	8.5903959274
H	5.4396262169	2.1260511875	7.0485296249
E	5.937620163	0.6224924326	8.4371671677
C	4.8841714859	0.2681505978	9.1458501816
K	4.9607858658	1.6567876339	8.3030910492
I	5.0278234482	2.3271639347	8.1115550995
N	4.9129018784	1.6089035273	8.6382799149
G	5.1331682205	3.0645780563	7.5561003685
l	4.4627919197	1.1013327837	8.8202390671
o	4.8171339035	1.7621324062	8.5808191299
g	4.9990930557	2.5953147411	7.7380599976
n	4.8841714859	2.2792799473	8.5520887375
o	4.9224786758	2.0590133667	8.5999727249
w	5.2385134697	1.3886369467	8.4180135727
.	4.7500963211	1.9249382019	8.1594390869
I	-1.0630255938	4.3478703499	8.7819318771
u	5.2193598747	1.9632453918	8.1977462769
s	4.9703626633	0.6799532771	8.877699852
i	4.9703626633	1.6184803247	8.3126678467
n	4.8745946884	1.2832920551	8.9638910294
g	5.1810526848	2.5282769203	7.6039848328
t	5.6024317741	3.227383852	7.4124484062
h	5.2193598747	2.4708161354	8.0157871246
e	5.3725886345	0.6033388376	8.7627782822
k	5.0757074356	1.7812861204	8.6861639023
e	5.4204726219	0.4692635238	9.3086557388
y	6.0046577454	3.1316158772	7.3741412163
b	5.3055510521	2.7006595135	8.101978302
o	4.8937482834	1.8770540953	8.6478567123
a	5.0278234482	1.9728221893	7.9487495422
r	5.2863974571	0.3543418646	8.896853447
d	5.1140146255	0.6224924326	9.2033109665
I	4.7788267136	1.6663644314	8.3797063828
j	4.8650178909	1.8770540953	8.5808191299
u	5.0565538406	2.5857379436	8.2264766693
s	5.2193598747	0.9864110947	9.2607717514
t	5.4396262169	2.8921957016	7.1251444817
s	5.8610057831	1.5610195398	8.5808191299
e	5.8897361755	0.5937620401	8.858546257
n	5.3725886345	1.7812861204	8.1977462769
t	5.7365074158	3.1316158772	6.4643445015
o	4.8937482834	1.5322890282	8.6382799149
n	5.0852842331	1.9728221893	8.4371671677
e	5.3534350395	0.6991068721	8.9638910294
.	4.4340615273	2.0302829742	8.8298158646
T	5.0565538406	0.1436520964	8.5808191299
I	4.9703626633	1.6089035273	7.8912887573
M	4.9320554733	1.2832920551	8.6957406998
E	5.0182466507	0.5075707436	9.3469638824
I	4.807557106	2.0302829742	8.3318214417
I	4.9799394608	2.2218191624	7.80509758
M	4.5968670845	1.2641384602	8.1785926819
E	5.2768206596	-0.1149216816	9.2511949539
i	4.9799394608	2.11647439	8.4084367752
T	5.5066637993	3.0741550922	6.8282632828
H	5.3342814445	2.3367409706	7.7284832001
E	4.9416322708	0.8331822157	8.1881694794
h	5.1044378281	2.4708161354	7.80509758
e	5.8226985931	0.8140285611	9.1075429916
k	4.9129018784	1.5322890282	8.7340478897
e	5.0086698532	0.7565677166	8.7436246872
y	5.382165432	2.7389667034	7.3166804314
b	5.1140146255	2.5665841103	7.9200191498
o	4.9320554733	1.4365210533	8.9638910294
a	4.9607858658	1.4460978508	9.1362733841
r	4.9416322708	0.5841852427	8.8489694595
d	4.5777134895	1.0151414871	8.7148942947
n	4.7309427261	1.9345149994	8.5520887375
o	4.7596731186	1.7621324062	8.9255838394
t	5.8514289856	4.0988731384	7.0868368149
n	4.7596731186	1.9153614044	8.2935142517
o	4.7788267136	1.3407529593	8.8872766495
t	4.9416322708	3.1986534595	7.3549876213
c	4.7022123337	1.0247182846	8.8489694595
h	4.807557106	2.691082716	8.1785926819
a	4.9990930557	1.9153614044	8.6765871048
n	4.9129018784	2.422932148	8.082824707
g	5.0948610306	2.9113492966	7.5177931786
e	5.0565538406	1.4844050407	7.9966335297
t	5.8610057831	-0.1723825186	8.2073230743
o	5.0278234482	1.1013327837	8.4658975601
c	4.5106759071	0.7852981687	8.839392662
a	4.8937482834	1.3215993643	8.9160070419
p	4.3574471474	0.9768342972	8.9926214218
i	4.8650178909	2.0590133667	8.3030910492
t	5.4683566093	3.2848446369	7.1155676842
a	5.3247046471	2.0111293793	8.54251194
l	4.6830587387	1.2258312702	8.7436246872
l	4.5202527046	1.2832920551	8.4946279526
e	5.0182466507	0.3351882398	9.2895021439
t	5.6982002258	3.3901896477	6.9527616501
t	5.6503162384	3.1411926746	7.3741412163
e	5.8226985931	1.5131354332	7.9104423523
r	5.8226985931	0.8906430602	8.2935142517
a	5.2768206596	2.135627985	8.2168998718
n	5.2576670647	2.3558945656	8.1881694794
d	5.2863974571	0.7278373241	8.5329351425
s	4.9799394608	1.5227122307	8.6287031174
m	4.8554410934	1.9919757843	8.5329351425
a	4.9607858658	1.5322890282	8.9160070419
l	4.7022123337	1.8004397154	8.5712423325
l	4.568136692	1.8770540953	8.9351606369
l	4.7405195236	1.7525556087	8.6191263199
e	5.0948610306	1.2162544727	8.1881694794
t	5.5258173943	2.8251581192	7.2209124565
t	5.7652378082	3.4572272301	7.6901760101
e	5.3151278496	2.0398597717	7.6231384277
r	5.2768206596	1.4460978508	8.0062103271
e	5.5162405968	1.1875240803	9.0021982193
a	4.9607858658	1.9632453918	8.5999727249
s	5.2576670647	1.0247182846	9.0500822067
i	4.807557106	2.4325089455	8.0349407196
l	4.7692499161	0.9289502501	8.9734678268
y	5.2385134697	3.1890766621	6.6367273331
.	4.6543278694	2.4803929329	8.3413991928
A	4.4436383247	1.3311761618	8.4850511551
L	4.587290287	1.4077905416	8.896853447
S	4.6734819412	0.9576807022	8.6382799149
O	4.9703626633	2.0494365692	8.4371671677
l	4.7022123337	2.0015525818	8.6765871048
s	4.5489830971	0.7086837292	8.6765871048
o	4.7979803085	1.8674772978	8.6382799149
t	6.1004257202	3.9935283661	7.2687964439
g	5.5449709892	3.227383852	7.4986395836
e	5.6982002258	1.6280571222	8.1115550995
h	5.343858242	3.3710360527	7.9966335297
e	5.2480902672	1.3311761618	8.2935142517
c	4.2808327675	1.0055646896	8.6382799149
o	4.4723687172	1.7429788113	8.6957406998
m	4.4149079323	1.9345149994	8.8298158646
m	4.5394062996	2.1930887699	9.0788125992
a	4.5298295021	1.9153614044	8.7723550797
a	4.807557106	2.0398597717	8.9543142319
n	4.5489830971	2.7581202984	8.2264766693
d	4.826710701	1.3311761618	8.6957406998
d	4.9129018784	0.9097966552	8.9734678268
o	4.6639051437	1.6759412289	8.2456302643
t	5.1906294823	0.2968810201	7.7284832001
a	4.826710701	2.2218191624	8.2360534668
r	5.2002062798	1.4077905416	8.6095495224
e	4.8554410934	1.4077905416	8.4563207626
s	4.9895162582	2.3463177681	7.249642849
t	5.5928549767	3.8977603912	6.7420721054
i	5.2289366722	2.7198131084	8.0732479095
l	4.807557106	2.0973207951	8.5329351425
l	4.6830587387	2.0398597717	8.523358345
t	5.4108958244	3.5242648125	7.1347212791
h	5.2385134697	3.227383852	7.8146743774
e	5.2193598747	1.7238252163	7.9391727448
s	5.1618990898	1.5801731348	8.4658975601
a	4.9895162582	1.7429788113	8.1115550995
m	4.9033250809	2.3463177681	7.785943985
e	5.1140146255	1.0917559862	8.4275903702
p	4.826710701	1.5610195398	8.5137815475
l	4.9129018784	1.9153614044	8.858546257
a	4.807557106	1.4077905416	8.9255838394
c	4.8937482834	0.9768342972	8.7436246872
e	5.0852842331	1.1300631762	8.5520887375
.	4.9512090683	2.2409727573	8.2743606567
Y	5.4396262169	3.227383852	7.6327152252
O	5.0565538406	2.0207061768	8.3126678467
U	5.3917422295	3.4380736351	7.9487495422
o	4.9703626633	2.4803929329	8.3892831802
u	5.3534350395	3.208230257	7.5082163811
d	5.1044378281	1.2162544727	7.9200191498
o	5.1044378281	1.8387469053	8.3605527878
n	4.7309427261	2.1643583775	8.0732479095
o	4.9990930557	1.5227122307	8.5999727249
t	5.5737013817	3.3997664452	7.4124484062
s	5.5737013817	1.8291701078	8.4371671677
e	5.4779334068	0.8619126081	8.2552070618
e	5.5641245842	1.4556746483	7.4699091911
m	5.6503162384	1.8770540953	8.121131897
t	6.0716953278	-0.0957680643	8.3030910492
o	5.0948610306	1.0630255938	7.9008655548
h	5.123591423	2.15478158	8.4180135727
a	5.0565538406	1.7429788113	8.1977462769
v	5.0757074356	2.3367409706	7.6710224152
e	5.2385134697	0.7278373241	8.2360534668
d	4.9033250809	0.7182605267	8.2360534668
o	5.0565538406	0.9959878922	8.3892831802
n	5.1523222923	1.7717092037	8.3413991928
e	5.2672438622	1.2066776752	8.2073230743
a	5.0757074356	1.9632453918	7.9391727448
n	4.8841714859	1.7621324062	8.4371671677
y	5.6311621666	3.1220390797	7.6039848328
f	5.2480902672	0.8427590132	8.5520887375
i	5.0086698532	2.3175871372	8.2456302643
x	5.0852842331	1.2162544727	8.3126678467
e	5.1331682205	0.7278373241	8.9255838394
s	5.1044378281	1.8004397154	8.3030910492
a	4.8650178909	2.0015525818	8.2743606567
p	4.845864296	1.7525556087	8.4850511551
a	5.1810526848	1.8770540953	8.7053174973
r	6.0333881378	3.9456443787	6.5313820839
t	5.7556610107	3.4572272301	6.99106884
f	5.142745018	0.9193734527	8.7244710922
r	5.0374002457	0.8140285611	8.3126678467
o	5.1618990898	1.3215993643	8.4180135727
m	4.8841714859	1.4365210533	8.5137815475
e	5.0086698532	1.0055646896	8.5903959274
x	5.0948610306	1.1013327837	9.1841573715
c	4.6830587387	0.9959878922	8.6574335098
e	4.6830587387	0.6512228847	9.1075429916
l	4.4340615273	0.7086837292	9.0500822067
f	4.8841714859	0.3926490843	8.4563207626
i	4.9224786758	1.5897499323	8.082824707
l	4.7405195236	1.2737152576	8.7532014847
e	4.8362874985	0.6320692301	8.8489694595
.	4.6543278694	1.3407529593	8.6670103073
.	4.7405195236	1.7429788113	8.3701295853
I	5.142745018	1.9728221893	8.121131897
d	5.363011837	-0.4022258818	8.7340478897
o	5.0565538406	0.6416460276	8.2935142517
n	5.0469770432	1.3024457693	8.3701295853
o	4.9607858658	1.1492167711	8.6765871048
t	5.4683566093	3.1124622822	6.9719152451
l	4.8650178909	1.1204863787	8.6287031174
i	5.1714758873	2.5570073128	7.2017588615
k	4.9799394608	1.6280571222	7.9870567322
e	5.2863974571	0.3543418646	8.7340478897
w	5.5737013817	0.9193734527	9.3469638824
a	5.3534350395	1.3215993643	9.1266965866
t	5.7173538208	2.8826189041	6.2823853493
s	5.0182466507	0.6607996821	8.0157871246
t	6.2249245644	3.476380825	6.5696892738
i	5.2863974571	2.5761611462	7.6422920227
n	5.142745018	2.15478158	8.54251194
g	5.4108958244	3.3710360527	6.9814920425
m	4.9512090683	1.8004397154	8.2168998718
y	5.6694698334	3.0550012589	6.8282632828
t	6.0333881378	-0.0861912593	8.082824707
i	5.4970870018	1.6950948238	7.5369467735
s	5.1140146255	0.6129156351	8.2456302643
m	5.2959742546	0.9481038451	8.4754743576
e	5.4875102043	0.6320692301	8.839392662
m	4.4627919197	1.5993267298	8.4658975601
t	5.9950809479	3.3901896477	7.2687964439
e	6.0333881378	1.5035586357	8.121131897
s	5.6407394409	2.0590133667	7.9679031372
t	5.4396262169	2.8060042858	7.1826052666
i	5.1331682205	2.2409727573	7.4316020012
n	5.0086698532	1.9632453918	8.4754743576
g	5.5449709892	2.9975404739	6.7612257004
s	5.123591423	1.5610195398	7.7763671875
o	5.4875102043	2.0685901642	8.1307086945
m	5.5449709892	2.0207061768	8.0445175171
e	5.937620163	0.9672574997	8.54251194
t	5.918466568	3.0071172714	6.5026516914
h	5.4779334068	2.710236311	8.1690158844
i	4.9990930557	2.1068975925	8.1402854919
n	4.9799394608	1.7908629179	7.9679031372
g	5.4013190269	3.0262708664	7.6422920227
t	5.6598930359	3.3614592552	7.3932948112
g	5.382165432	2.940079689	7.8434047699
a	5.6024317741	2.2313959599	8.0636711121
t	5.5641245842	3.2369606495	6.3302693367
h	5.1810526848	2.7581202984	7.7955207825
a	5.6311621666	2.11647439	8.4658975601
t	5.7939682007	2.959233284	7.1442980766
i	5.5353941917	2.691082716	7.9774799347
s	5.5449709892	1.3120225668	8.5808191299
n	5.2480902672	2.4708161354	8.1402854919
o	5.0278234482	1.9536685944	8.2360534668
t	5.363011837	3.1124622822	7.0485296249
d	5.3725886345	0.7565677166	8.3030910492
o	5.343858242	1.9919757843	8.0924015045
n	5.3055510521	2.3175871372	8.2935142517
e	5.5832781792	0.8714894056	8.1402854919
.	4.606443882	2.0207061768	8.2168998718
C	4.7500963211	0.2298433632	8.5903959274
H	5.4396262169	2.1260511875	7.0485296249
E	5.937620163	0.6224924326	8.4371671677
C	4.8841714859	0.2681505978	9.1458501816
K	4.9607858658	1.6567876339	8.3030910492
I	5.0278234482	2.3271639347	8.1115550995
N	4.9129018784	1.6089035273	8.6382799149
G	5.1331682205	3.0645780563	7.5561003685
l	4.4627919197	1.1013327837	8.8202390671
o	4.8171339035	1.7621324062	8.5808191299
g	4.9990930557	2.5953147411	7.7380599976
n	4.8841714859	2.2792799473	8.5520887375
o	4.9224786758	2.0590133667	8.5999727249
w	5.2385134697	1.3886369467	8.4180135727
.	4.7500963211	1.9249382019	8.1594390869
N	4.0414123535	1.6663644314	8.9543142319
n	3.8115692139	1.5993267298	9.0692358017
a	3.9743747711	1.0247182846	9.1841573715
e	4.1276035309	0.6224924326	9.8641109467
m	4.0605659485	1.0151414871	9.1458501816
e	4.2329487801	0.1053448766	8.8872766495
k	3.9264907837	1.3694833517	9.2224645615
a	3.8307228088	1.3024457693	8.7627782822
N	4.6160206795	1.9440917969	8.6382799149
n	4.6447510719	1.5610195398	8.6287031174
a	4.587290287	1.5801731348	8.4467439651
e	5.2193598747	0.9097966552	8.1307086945
m	4.7979803085	1.4269442558	8.5137815475
i	-0.9002198577	5.0086698532	8.4754743576
w	0.2202665508	4.8362874985	8.7627782822
i	-1.2928689718	5.1906294823	8.3892831802
k	-0.7374141216	5.0852842331	8.7053174973
k	-0.6799532771	5.0374002457	8.6765871048
I	5.2002062798	0.8619126081	8.1307086945
a	5.4396262169	0.3926490843	8.7053174973
m	5.1044378281	0.7182605267	7.9200191498
f	5.5449709892	-1.3120225668	8.6191263199
i	5.3055510521	0.5650315881	7.7093296051
n	5.5258173943	0.517147541	8.0253639221
e	5.8801593781	0.0861912593	8.4084367752
A	4.6447510719	0.1244984865	9.3756942749
n	5.1810526848	1.1300631762	8.3222446442
g	6.0525417328	2.3463177681	7.546523571
e	5.8514289856	0.1340752989	6.7324953079
l	5.363011837	0.4405331016	8.54251194
a	5.1618990898	0.6416460276	8.5903959274
,	4.9607858658	0.0191536136	8.6287031174
T	6.0238113403	2.403778553	7.4603323936
t	5.7652378082	1.8579005003	6.9048776627
h	5.4300494194	2.0207061768	8.0253639221
a	5.382165432	0.6607996821	8.9926214218
n	5.0852842331	1.2928689718	8.2839374542
k	4.9224786758	0.9481038451	8.3222446442
s	4.8554410934	0.0766144544	9.3565406799
.	4.7309427261	0.7182605267	8.7244710922
H	5.0757074356	1.5131354332	8.4563207626
O	4.5585598946	0.1628057212	8.9255838394
P	4.3095631599	0.0574608408	8.9926214218
E	4.6447510719	-0.4884171486	8.5137815475
o	4.9033250809	1.0151414871	8.7244710922
p	4.5585598946	0.1628057212	8.7148942947
e	4.826710701	-0.2585737705	8.5903959274
y	5.8226985931	2.3271639347	7.6518688202
o	5.0182466507	0.4309563041	9.0596590042
u	5.2193598747	1.6376339197	8.1785926819
h	5.4108958244	1.8674772978	8.082824707
a	5.2768206596	1.2545616627	8.3988599777
d	4.8650178909	0.0478840321	8.7244710922
a	5.0852842331	1.2258312702	8.1594390869
g	5.5641245842	2.6336219311	7.4220252037
o	4.7405195236	0.8619126081	8.839392662
o	4.6926355362	0.9672574997	8.7723550797
d	4.8841714859	-0.3734954596	9.0500822067
w	5.1140146255	0.5841852427	8.5042047501
e	5.2672438622	-0.0766144544	9.2607717514
e	5.1906294823	-0.0766144544	9.193734169
k	4.7979803085	0.5363011956	8.3701295853
e	4.9895162582	-0.4501099288	9.4427318573
n	4.8554410934	1.2737152576	8.1690158844
d	4.9033250809	0.4884171486	8.3126678467
.	4.6926355362	1.0342950821	8.0732479095
I	5.0278234482	1.1587935686	8.3413991928
H	5.5545477867	2.0781669617	7.9391727448
i	5.123591423	1.5801731348	8.4371671677
O	4.9416322708	1.0821791887	8.2839374542
J	5.0852842331	1.5322890282	8.3892831802
I	5.1140146255	1.3982137442	8.4371671677
j	5.1331682205	1.3982137442	8.4658975601
