J	5.0852842331	1.5322890282	8.3892831802
I	5.1140146255	1.3982137442	8.4371671677
j	5.1331682205	1.3982137442	8.4658975601
i	5.0852842331	1.0821791887	8.6287031174
u	5.0948610306	1.7525556087	8.1690158844
g	5.2959742546	2.2601263523	8.0253639221
o	4.3861775398	0.8523358107	8.3318214417
,	4.5106759071	-0.3734954596	9.0021982193
I	5.0086698532	1.4460978508	7.9391727448
h	5.1618990898	2.2409727573	7.6518688202
a	5.2097830772	1.2928689718	8.5329351425
v	5.2385134697	2.11647439	7.2879500389
e	5.2672438622	0.2011129409	8.8489694595
n	5.0852842331	1.7717092037	8.1498622894
o	4.8362874985	0.7278373241	8.5712423325
t	5.8035449982	2.9209260941	7.2687964439
r	5.1044378281	0.4118026793	8.3126678467
e	5.0374002457	0.2873041928	9.0979661942
a	4.3095631599	1.7334020138	8.7053174973
l	4.3191399574	0.8427590132	8.6095495224
l	4.5202527046	0.7948749661	9.0500822067
y	5.6120085716	2.652775526	6.8953008652
f	5.0852842331	-0.1149216816	8.3126678467
o	4.8937482834	0.6224924326	8.3413991928
r	4.8841714859	0.2681505978	8.1690158844
g	5.5258173943	2.5282769203	7.3262572289
o	4.7309427261	0.6895300746	8.7723550797
t	5.6982002258	2.4708161354	7.3454108238
t	5.7269306183	2.5474305153	7.4124484062
e	5.2863974571	0.383072257	9.1266965866
n	5.1810526848	1.6280571222	8.0349407196
y	5.6311621666	2.5378537178	7.4794859886
o	4.7979803085	0.6703764796	8.4658975601
u	5.2959742546	1.8387469053	8.101978302
.	4.7788267136	1.0917559862	8.4946279526
W	5.1523222923	0.2681505978	8.896853447
E	5.0757074356	-0.1532289088	9.1075429916
e	4.9990930557	-0.4405331016	9.2895021439
t	5.363011837	2.2984335423	7.3262572289
g	5.7077770233	2.2122423649	8.1402854919
a	5.3917422295	1.2641384602	8.2360534668
b	5.2097830772	1.6280571222	8.0062103271
h	5.0852842331	1.7046716213	7.9679031372
a	5.343858242	0.7948749661	8.5520887375
n	5.2289366722	1.5035586357	7.9200191498
k	4.9033250809	0.7182605267	8.5808191299
G	5.3055510521	2.0111293793	7.7093296051
o	4.7500963211	1.0726023912	8.4563207626
d	4.7500963211	-0.5267243981	9.1554269791
.	4.6351742744	0.9193734527	8.4563207626
H	5.1810526848	1.9823989868	8.2743606567
O	4.7117891312	0.8906430602	8.561665535
o	4.9895162582	1.1683704853	8.2743606567
w	4.7309427261	-0.2968810201	9.0788125992
i	4.7979803085	1.1875240803	8.2647838593
s	4.8650178909	0.5458779931	8.6765871048
f	5.2002062798	-0.4501099288	8.54251194
a	4.7979803085	0.8523358107	8.4084367752
m	4.7500963211	0.8140285611	8.3892831802
i	5.1810526848	1.4556746483	7.9008655548
l	4.7596731186	0.7469909191	8.8106622696
l	4.5777134895	0.6799532771	8.7627782822
l	4.3957543373	0.5363011956	8.8489694595
l	4.587290287	0.2202665508	8.7148942947
y	5.343858242	2.442085743	6.99106884
?	4.6160206795	0.9289502501	8.5520887375
T	5.899312973	3.0358476639	7.3932948112
A	5.0948610306	1.6472107172	8.6574335098
a	4.7309427261	0.7661445141	8.3988599777
h	4.9224786758	2.3750481606	8.0349407196
a	4.7979803085	1.0055646896	8.858546257
n	4.6830587387	1.7429788113	8.1977462769
k	4.5010991096	1.3215993643	8.6287031174
w	4.5394062996	0.2202665508	9.193734169
s	4.7405195236	0.3447650373	9.4140014648
f	4.9703626633	-0.2202665508	8.4563207626
o	4.8171339035	0.6129156351	8.7723550797
r	5.2002062798	-0.5650315881	9.3661174774
t	5.8131217957	2.8730421066	7.0581064224
h	5.3055510521	1.8195933104	7.4890627861
e	4.9416322708	0.7086837292	8.8106622696
c	4.7788267136	0.2298433632	8.6670103073
o	4.5777134895	0.7086837292	8.6670103073
m	4.4915223122	0.7278373241	8.4563207626
p	4.3478703499	0.4213795066	8.8010854721
l	4.5777134895	0.4309563041	9.0309286118
i	4.8362874985	1.7334020138	8.2647838593
m	4.7309427261	1.1875240803	8.3222446442
e	4.8745946884	0.2011129409	8.9064302444
n	4.9033250809	1.9345149994	7.9679031372
t	6.0621185303	3.2752678394	6.6846113205
.	4.4436383247	1.3694833517	8.7627782822
e	4.8171339035	0.2394201756	9.2895021439
f	-1.5418659449	6.0046577454	7.8912887573
e	4.3287167549	-0.5650315881	10.4961805344
w	4.4244847298	0.0766144544	9.3756942749
t	4.2329487801	2.1643583775	8.2264766693
e	4.6830587387	-0.4405331016	9.0596590042
r	4.6830587387	-0.5075707436	9.1075429916
E	4.6160206795	-0.6703764796	9.3661174774
S	4.5489830971	-0.3064578176	9.950302124
T	4.9512090683	2.422932148	8.1881694794
E	5.2289366722	-0.2202665508	9.3948478699
R	4.9033250809	-0.181959331	9.0500822067
s	4.27125597	0.0766144544	8.9830446243
t	4.8171339035	2.9113492966	7.9200191498
h	4.4149079323	1.4173674583	8.6095495224
e	4.6734819412	0.5075707436	8.6670103073
r	4.5489830971	-0.1628057212	9.2990789413
S	4.3478703499	0.7278373241	8.523358345
I	4.5298295021	1.2928689718	8.9638910294
S	4.3287167549	0.5363011956	8.5999727249
T	4.5777134895	1.8004397154	7.6805992126
E	4.7022123337	0.3926490843	8.7436246872
R	4.4819455147	-0.0670376495	9.174580574
i	4.0797195435	1.0630255938	8.8489694595
s	4.2233719826	-0.1436520964	9.7300357819
t	4.7500963211	1.6950948238	8.6670103073
e	5.0565538406	0.2106897533	9.0213518143
r	4.845864296	0.1340752989	8.7627782822
e	-1.3886369467	5.5449709892	8.2456302643
s	-1.1875240803	5.3917422295	8.3413991928
t	-0.7278373241	4.845864296	8.9160070419
h	-0.0383072272	4.5489830971	8.7148942947
t	5.1810526848	2.4899697304	7.7955207825
h	5.0469770432	1.5705963373	8.082824707
e	5.2863974571	0.383072257	8.858546257
r	5.2480902672	0.0191536136	8.7915086746
e	5.2097830772	-0.2011129409	9.3469638824
s	4.5585598946	0.6416460276	8.6478567123
t	5.2289366722	2.3463177681	7.747636795
h	4.9129018784	1.8291701078	8.2264766693
e	5.382165432	0.3734954596	8.7436246872
r	5.1331682205	0.3639186621	8.6095495224
s	4.7596731186	0.9768342972	8.9064302444
i	4.6351742744	1.0726023912	8.7244710922
s	4.6830587387	0.5075707436	8.9734678268
t	5.1906294823	2.652775526	7.3454108238
e	5.4683566093	0.5650315881	8.9543142319
r	5.2289366722	0.4309563041	8.7053174973
L	4.7022123337	0.1244984865	9.0500822067
u	4.9607858658	1.2449848652	8.2168998718
c	5.0469770432	-0.2394201756	9.2799253464
k	4.7596731186	0.6416460276	8.6957406998
y	5.2385134697	1.9536685944	7.9966335297
H	4.587290287	1.9440917969	7.6614456177
A	4.6639051437	0.6129156351	9.0213518143
a	4.2616791725	0.3543418646	9.5672302246
p	4.3670239449	0.8044517636	9.2033109665
p	4.5202527046	0.7757213712	9.0596590042
y	4.9990930557	2.8251581192	8.5520887375
S	4.8937482834	0.2968810201	9.4714622498
u	4.5489830971	2.5282769203	8.6095495224
n	4.3670239449	1.5897499323	8.4946279526
d	4.5106759071	0.3734954596	8.6287031174
a	4.6639051437	0.7374141216	9.3852710724
y	4.6543278694	2.4995465279	8.4946279526
o	6.1195793152	1.1971008778	7.3262572289
h	6.5409588814	2.0590133667	6.7324953079
y	7.02937603	2.4803929329	6.7516489029
e	7.2687964439	0.4692635238	7.3741412163
s	6.8378400803	1.8100165129	7.3166804314
.	5.8514289856	1.9440917969	7.4220252037
I	6.2728085518	2.2505495548	6.9240312576
a	6.0621185303	1.7142484188	7.4794859886
m	5.8226985931	1.8004397154	7.5561003685
h	6.1961941719	2.403778553	6.9719152451
o	5.8610057831	1.6184803247	7.8817119598
m	5.9088897705	1.6950948238	7.6901760101
e	5.7939682007	1.2545616627	7.4124484062
n	5.9950809479	1.8195933104	7.1826052666
o	5.918466568	1.8100165129	7.565677166
w	5.8131217957	1.5035586357	7.9104423523
.	5.6982002258	1.7238252163	7.7189064026
T	6.7612257004	3.0933086872	5.7173538208
H	6.5505356789	2.9113492966	6.9048776627
A	6.3973069191	2.1068975925	7.8146743774
h	6.0525417328	2.7293899059	6.9336080551
a	5.9950809479	1.8962076902	7.4316020012
n	5.8705825806	2.5187001228	6.8857240677
k	5.6311621666	2.1739351749	7.4794859886
s	5.6024317741	1.3120225668	8.0540943146
J	5.1140146255	-0.1723825186	8.3126678467
U	5.343858242	-0.1340752989	7.9008655548
u	5.2385134697	0.0766144544	7.80509758
s	5.6120085716	-0.9864110947	8.9351606369
t	5.5641245842	0.2106897533	7.010222435
g	5.6407394409	0.3064578176	7.9200191498
o	4.9703626633	-0.9289502501	8.3701295853
t	5.7556610107	0.3926490843	7.3645644188
i	5.2863974571	-0.2777273953	7.9774799347
n	5.343858242	-0.4692635238	8.1977462769
n	5.4300494194	-0.4309563041	8.4850511551
o	5.2863974571	-0.6991068721	8.5329351425
w	5.2576670647	-1.0917559862	8.4467439651
i	-2.11647439	8.9447374344	3.6104562283
s	-2.5378537178	8.9351606369	2.2313959599
e	-2.4325089455	9.1362733841	2.3558945656
e	-2.4133553505	9.1650037766	1.9728221893
